#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 45504C45  30   3   u    0       0          6              0      HE   -19    69      5
 45604C45  30   3   u    0       0          6              1      HE   -19    69      6
 45205445  30   3   u    0       0          6              2      HE   -21    69      2
 45205045  30   3   u    0       0          6              3      HE   -20    69      2
 45405445  30   3   u    0       0          6              4      HE   -21    69      4
 45405045  30   3   u    0       0          6              5      HE   -20    69      4
 45104C45  30   3   u    0       0          7              0      HE   -19    69      1
 45105045  30   3   u    0       0          7              1      HE   -20    69      1
 45105445  30   3   u    0       0          7              2      HE   -21    69      1
 45105C45  30   3   u    0       0          7              3      HE   -23    69      1
 45404C45  30   3   u    0       0          7              4      HE   -19    69      4
 45106445  30   3   u    0       0          7              5      HE   -25    69      1
 45605C45  30   3   u    0       0          8              0      HE   -23    69      6
 45406445  30   3   u    0       0          8              1      HE   -25    69      4
 45505045  30   3   u    0       0          8              2      HE   -20    69      5
 45605445  30   3   u    0       0          8              3      HE   -21    69      6
 45405C45  30   3   u    0       0          8              4      HE   -23    69      4
 45605045  30   3   u    0       0          8              5      HE   -20    69      6
 45505445  30   3   u    0       0          9              0      HE   -21    69      5
 45505C45  30   3   u    0       0          9              1      HE   -23    69      5
 45606445  30   3   u    0       0          9              2      HE   -25    69      6
 45506445  30   3   u    0       0          9              3      HE   -25    69      5
 45304C45  30   3   u    0       0          9              4      HE   -19    69      3
 45306445  30   3   u    0       0          9              5      HE   -25    69      3
 45204C45  30   3   u    0       0         10              0      HE   -19    69      2
 45305045  30   3   u    0       0         10              1      HE   -20    69      3
 45305445  30   3   u    0       0         10              2      HE   -21    69      3
 45305C45  30   3   u    0       0         10              3      HE   -23    69      3
 45205C45  30   3   u    0       0         10              4      HE   -23    69      2
 45206445  30   3   u    0       0         10              5      HE   -25    69      2
 4E228C30  30   3   u    0       0         11              0 CALIB_HE    -1    67      0
 4E228C31  30   3   u    0       0         11              1 CALIB_HE    -1    67      1
 4E228C32  30   3   u    0       0         11              2 CALIB_HE    -1    67      2
 4E228C33  30   3   u    0       0         11              3 CALIB_HE    -1    67      3
 4E228C34  30   3   u    0       0         11              4 CALIB_HE    -1    67      4
 4E228C35  30   3   u    0       0         11              5 CALIB_HE    -1    67      5
 45204C44  30   3   u    0       0         13              0      HE   -19    68      2
